ID	Tweet	anger	anticipation	disgust	fear	joy	love	optimism	pessimism	sadness	surprise	trust
2017-En-31024	Avoiding hearty basset hound no time present-time american the brave: YDXef	1	0	1	0	1	0	0	0	0	0	0
2017-En-41501	Cmon blues we are 2 home games away from another CC semi - I love those Wembley away days. Being on anyone at home please! ⚽	0	1	0	0	1	1	1	0	0	0	0
2017-En-41189	@ProSyndicate thanks for replying, I'm ironing my shirt😂 I'd love to meet you and get an autograph but sadly I'm too young to travel.	0	0	0	0	1	1	1	0	0	0	1
2017-En-21873	Wine drunk is the worst version of myself ffs, don't even remember seeing basshunter 	1	0	1	0	0	0	0	1	0	0	0
2017-En-30704	The bounty hunter things a bit lively	0	0	0	0	1	0	0	0	0	0	0
2017-En-31159	@beautyfulli_ami that guy in the back of your picture is hilarious	0	0	0	0	1	0	1	0	0	1	0
2017-En-10175	Forgot to eat dinner and now I'm furious with everything and everyone	1	0	1	0	0	0	0	0	1	0	0
2017-En-20047	That feeling you get when you know the information but scared you might do bad on a test #collegelife #nervous 😥😥	0	0	0	1	0	0	0	1	1	0	0
2017-En-40641	@WriterlyTweets Supine on the piano—lips parted. #sixwordstory #amwriting #blues #singer	0	0	0	0	1	0	0	0	0	0	0
2017-En-20202	Watching It Follows.  This is a super freaky movie.  #horror #scary	0	0	0	1	0	0	0	0	0	1	0
2017-En-10452	The best revenge is to move on, get over it, and continue to succeed. Never give someone the satisfaction of watching you suffer.	0	0	0	0	1	0	1	0	0	0	0
2017-En-11240	Constantly fucking boiling and it's not ok	1	0	1	0	0	0	0	0	1	0	0
2017-En-21885	*in the car with mariah, the bass is literally shaking the windows, hard rap blasting, no one is talking, looking straight ahead*	0	0	0	0	0	0	0	0	0	0	0
2017-En-20057	@AHSFX thanks Ryan &amp; Brad for scary the shit out of us in the first episode. Don't think my heart will make it through the s6 	0	0	0	1	0	0	0	0	1	0	0
2017-En-10226	Just paid for chicken at @panerabread and didn't even get any 😑😑😑 there goes 4 dollars and me as a customer 	1	0	1	0	0	0	0	0	1	0	0
2017-En-41005	@punjabified porkistan lost terribly in 65 because of american intervation to talk we stopped	0	0	1	0	0	0	0	0	0	0	0
2017-En-20144	@Budget  car rental you have made realize why I always use @nationalcares!!!!  What a #nightmare!!  #disgusted	1	0	1	1	0	0	0	0	1	0	0
2017-En-31375	Coworker: 'That happened to a friend of mine once, but with guns instead of babies.' #workplace 	0	1	0	0	0	0	0	0	0	1	0
2017-En-41254	Always borrow money from a pessimist; he doesn't expect to be paid back.	0	0	0	0	0	0	1	1	0	0	0
2017-En-40642	7 pax enjoyed the #gloom @Clayorangecrush @F3LakeMurray	0	0	0	0	1	0	0	0	0	0	0
2017-En-31132	The #most wasteful day is a #day without #laughter	0	0	0	0	1	0	1	0	0	0	0
2017-En-40115	Condolences to the  JC and the Georges family.. 	0	0	0	0	0	0	0	1	1	0	0
2017-En-10655	@rabpeel snap, seems to be a problem here	1	1	0	0	0	0	0	0	0	0	0
2017-En-20070	@BigBossPeltonen \nLikewise #death #cutting #despair	0	0	1	1	0	0	0	0	1	0	0
2017-En-20802	Crossword puzzle is oat meals solitary respecting the flat out portentous nutrient rootstock re scruple failur...	0	0	0	0	0	0	0	0	0	0	0
2017-En-10955	They gonna give this KKk police bitch the minimum sentence..just wattch 	1	0	1	0	0	0	0	0	0	0	0
2017-En-21812	@NigeriainfoFM #start football league, I think we should talk about the managers way of selection	0	0	1	0	0	0	0	1	0	0	0
2017-En-20152	#Aleppo city is burning. The head of #terrorism #Assad regime &amp; #Russia are bombarding the city right now with #whitephosphrus #bombs !	1	0	1	1	0	0	0	0	1	0	0
2017-En-21897	@TheOneSoleShoe You're doing a terrible job exemplifying the values you espouse. Yesterday you lamented losing a generation of voters...	1	0	1	0	0	0	0	0	1	0	0
2017-En-40951	Been a while since I been sober. This life can be so hard	0	0	0	0	0	0	1	0	1	0	0
2017-En-40412	@ATTCares why do I have 2 wait 48 hours to call YOU back to cancel an order I JUST placed after already spending 2 hours on the phone?! 	1	0	1	0	0	0	0	0	1	0	0
2017-En-40804	I feel like an appendix. I don't have a purpose.  #depressed  #alone #lonely #broken  #cry #hurt #crying #life	0	0	0	0	0	0	0	1	1	0	0
2017-En-20814	@CBSThisMorning @newsgirl123456 again, profiling DOESN'T discourage (September 20, 2016; 18:41 EDT)  #TRUMP #FAIL	1	0	1	0	0	0	0	0	1	0	0
2017-En-21815	#travelfail #virgin #virginaus and #etihad #nightmare ... And now we're also delayed. #obvs 🙄😠	1	0	1	1	0	0	0	0	0	0	0
2017-En-21398	#tulsa - Police manufacture murder... Wonder why we carry burners...? - MaxLevelz 	1	0	1	0	0	0	0	0	0	1	0
2017-En-31597	Dehydrated, exhausted, stressed but still blessed. #optimism	0	0	0	0	0	0	1	0	0	0	0
2017-En-21265	US you need to band together not apart #nevertrump he promotes hatred and fuels 	1	0	1	1	0	0	0	0	0	0	0
2017-En-20065	Feeling like I've had the worst night of sleep ever - not great before the #London to #Brighton #cycle ride for @DMTFYP 🚴100k ?	1	0	1	0	0	0	0	0	1	0	0
2017-En-21469	@ShannonBeador we know the truth about her, the public is figuring it out. Her words mean nothing.  #unhappy #mean #troubled #vile #bully	1	0	1	0	0	0	0	0	1	0	0
2017-En-11345	@Dak2future decorations are up all over Jersey already 	0	0	0	0	1	0	1	0	0	0	0
2017-En-40667	Are you serious??	0	0	1	0	0	0	0	0	0	1	0
2017-En-21990	@keyshamackie it's fucking dreadful for live footy matches	1	0	1	1	0	0	0	0	0	0	0
2017-En-10542	@Sophiejulia @CalebAtChipotle @calebpressleyxo relentless pipe thirst #sheltered	0	0	0	0	0	0	0	0	0	0	0
2017-En-20922	@falklands_utd @mauriciomacri \nbecause distrust in life , Argentina has a lot of heart and this President is worth every vote.	0	0	0	0	0	1	1	0	0	0	1
2017-En-11466	She's foaming at the lips the one between her hips @realobietrice, one of many great lyrics	0	0	0	0	1	0	0	0	0	0	1
2017-En-40331	@simslover163 I guess it must be really expensive... For me it's that the whole family stayed in Poland, so I really miss them...	0	1	0	0	0	0	0	0	1	0	0
2017-En-11116	JV girls earn the W vs Stonington 2-1 today. Goals by K Waite and S Winakor. @DeluciaAlexis 1 assist. @mhseccathletics 	0	1	0	0	0	0	0	0	0	0	0
2017-En-20918	@LmRyle @tomcolicchio @realDonaldTrump @HillaryClinton @ajjaffe I understand your concerns but look at her foundation contributions 	1	0	1	0	0	0	0	0	0	1	0
2017-En-10121	SOMEONE LET SNAKES IN MY HOUSE, I BET IT @Ya_Boi_Huck I KILL THAT BUGGER WHEN I GET MY HANDS ON HIM  #HuckFP2	1	0	1	0	0	0	0	0	0	0	0
2017-En-21246	@AaliyahLove69 I would be intimidated but I would like to think I would have manned up and helped.	0	1	1	0	0	0	0	0	0	0	0
2017-En-10289	Fake people irritate me	1	0	1	0	0	0	0	0	0	0	0
2017-En-21300	@News24 #FMF protesters aren't interested in reasoned debate, just #intimidation #violence &amp; #disruption to get demands met	1	0	1	0	0	0	0	0	0	0	0
2017-En-31385	Lunatic Asylum: The place where optimism most flourishes.	0	0	0	0	0	0	1	0	0	0	0
2017-En-40544	Damn gud #premiere #LethalWeapon...#funny and #serious	0	0	0	0	1	0	0	0	0	0	0
2017-En-20850	@UndeadLayne @Lauren_Southern all the bully	1	0	1	0	0	0	0	0	0	0	0
2017-En-20817	Why is it when you nap during the day you are so comfortable but sleeping at night you'll never be as comfortable 	1	1	0	0	0	0	0	0	1	0	0
2017-En-22251	and claimed that all of the same things could scare us\nbut we were tough because of ancestry	0	0	0	1	0	0	0	0	0	0	0
2017-En-21345	It appears my fire alarm disapproves of my cooking style	0	0	0	0	0	0	0	0	1	0	0
2017-En-30145	“Be #positive, #cheerful, #grateful and expectant.” @NightingaleEarl  #Success #Leadership	0	0	0	0	1	0	1	0	0	0	0
2017-En-30426	Relive Vegas' heyday with Rat Pack tribute	0	1	0	0	1	1	1	0	0	0	0
2017-En-11121	We're going to get City in the next round for a revenge.	1	0	0	0	0	0	0	0	0	0	0
2017-En-20478	#Trump is #afraid of the big, bad #Hillary. #election #PresidentialDebate #PresidentialElection2016 #orangehitler #skip #hide #coward #fear	1	0	1	1	0	0	0	0	0	0	0
2017-En-11170	I only have to wave a fiery cross and we will f**kin' do this!	1	1	0	0	0	0	1	0	0	0	0
2017-En-10883	@LaureEve I am sitting here wrapped in a fluffy blanket, with incense burning, listening to Bon Iver and drinking mulled wine. I'm there.	0	0	0	0	1	1	0	0	0	0	0
2017-En-20675	We, #Indians, can hold our heads up high and stay unafraid. The #UNGA is well-informed about #Pakistan's #terrorism business and deception.	0	0	0	1	1	0	1	0	0	0	0
2017-En-10301	Petition for non-Maghrebi PoC to stop buying 'couscous' from white grocery stores and boiling it. That is not couscous, that is trash.	1	0	1	0	0	0	0	0	0	0	0
2017-En-30065	@MrHenvin Thank you, happy birthday to you as well!	0	0	0	0	1	1	0	0	0	0	1
2017-En-30327	Watch this amazing live.ly broadcast by @iamjustinburke  #musically	0	0	0	0	1	0	0	0	0	0	0
2017-En-11237	@strangerpeace We'll have a ceremony next time we meet. It'll involve burning something, then possibly booze and/or caffeine.	0	1	0	0	1	0	0	0	0	0	0
2017-En-20879	How I Murdered Your Mother #SpookyTv 	0	0	0	1	0	0	0	0	0	0	0
2017-En-30880	Metal keeps you young and spry and keeps your hair luxurious.\n\nYES\n\nSHUT UP AND LISTEN TO ME	1	0	1	0	1	0	1	0	0	0	0
2017-En-30066	I really love the customer service @LifeProof they're always so nice, helpful and cheerful !	0	0	0	0	1	1	1	0	0	0	0
2017-En-11301	Dear @TfL please tell your bus drivers if obstruction on their side DON'T just pull out to oncoming traffic causing vehs to swerve #fuming 😡	1	0	1	0	0	0	0	0	0	0	0
2017-En-21781	#TerrorStatePak @sardesairajdeep Pakistan invitadated 4 times in India and why we worry to invade our own land #PoK?  Which is disputed.	0	0	1	1	0	0	0	1	0	0	0
2017-En-31514	Literally dying &amp; living at the same time as I catch up on @adrian_ver 's twitter. If you aren't following him your life is BASIC. 	0	0	0	0	1	0	1	0	0	0	0
2017-En-10812	@wesrucker247 sounds like a good game plan for our offense....	0	0	0	0	1	0	1	0	0	0	1
2017-En-31025	alternate reality where @PoetryFound has a comments section and you can give poems a cheery thumbs up or a disappointed thumbs down	0	0	0	0	0	0	0	0	1	0	0
2017-En-22009	I'm literally never home and my parents threaten to charge rent if I don't start cleaning the house everyday. OK.	0	0	0	1	0	0	0	0	0	0	0
2017-En-31401	Pochettino buoyant. Complimentary about his young players. But says 'now our attention turns to Middlesbrough'. #THFC @BBCLondonSport	0	0	0	0	1	0	1	0	0	0	0
2017-En-20022	@RogueCoder250 We are in so much trouble!! I don't think the Rev will see the funny side of our project. #nervous	0	0	0	1	0	0	0	0	0	0	0
2017-En-11254	@MagicalMunicorn May I suggest, that you have a meal that is made with beans, onions &amp; garlic, the day before class. #revenge	1	0	0	0	0	0	0	0	0	0	0
2017-En-31565	@julwhite chirp chirp! :)	0	1	0	0	1	0	1	0	0	0	0
2017-En-21727	I'm just tryna watch horror movies and nap all day	0	0	0	1	0	0	0	0	0	0	0
2017-En-21767	@jdwmaguire 'They will be a formidable challenge' Roy Hodgson on Northampton Town *shudders*	0	0	1	1	0	0	0	0	0	0	0
2017-En-21603	I highly suggest if you are looking online for a company to help you send you're package overseas..DO NOT EVER EVER USE @FastLaneInt 	1	0	1	0	0	0	0	0	0	0	0
2017-En-11217	She began to squirm beneath @hcllbent, struggling to get out of his relentless grasp. When she realized that the attempt was useless,++	0	1	0	0	0	0	0	0	1	0	0
2017-En-30975	I'm the reason I smile everyday 💯	0	0	0	0	1	0	1	0	0	0	0
2017-En-31315	As I remember and reflect on Reginald Denny on a night much like this (like #Charlotte) I think to myself, the gun lobby must be rejoicing.	0	0	0	0	1	0	0	0	0	0	0
2017-En-10360	@johnaugust @clmazin I was so looking forward to @ABCDesignated. Then it opened with a #stuartspecial. I literally yelled at my tv. #umbrage	1	0	0	0	0	0	0	0	0	0	0
2017-En-20884	@TheMoosesAngel He looks down at his brother, a smile forming on his face. 'What? People fearing me?'	0	0	0	1	1	0	1	0	0	0	0
2017-En-31195	something about opening mail is just...very pleasing	0	0	0	0	1	0	0	0	0	0	0
2017-En-30828	I love my family so much #lucky #grateful #smartassfamily #hilarious #love	0	0	0	0	1	1	1	0	0	0	0
2017-En-31261	Every Wednesday I like to visit the inmates at Arkham. Deliver a fruit basket. And a cheery bouquet of enhanced interrogation.	0	0	0	0	1	1	1	0	0	0	0
2017-En-40027	When you have 15 doe run the opposite side of you 🙁 #depression	0	0	0	0	0	0	0	1	1	0	0
2017-En-21308	@DaddyION you and that awful music can take a walk... right off a cliff. K. 😘	1	0	1	0	0	0	0	0	0	0	0
2017-En-11602	@simondawkins23 @Titchlar81 clicked the wrong side was fuming 😭	1	0	1	0	0	0	0	0	1	0	0
2017-En-30160	Day 9 and I am elated because I'm taking PTO tomorrow so I'm doneeeee. But:	0	1	0	0	1	0	0	0	0	0	0
2017-En-41186	A pessimist sees the difficulty in every opportunity, an optimist sees the opportunity in every difficulty' -Sir Winston Churchill-	0	0	0	0	0	0	1	1	0	0	0
2017-En-40680	@pxrfectpeach it's got her little pout	0	0	0	0	1	0	1	0	0	0	0
2017-En-30999	@DumTeeDum don't think Ian knew of Pavel. He knew about Charlie. I bet Rob will cackle with glee when he heard what has happened #thearchers	0	1	0	0	1	0	0	0	0	0	0
2017-En-20956	@OC_Transpo some weeks there are no problems but this week is unbelievable -- are you guys even running regular 12 buses?  #solate	1	0	1	0	0	0	0	0	1	0	0
2017-En-11080	I base when it's going to rain here off of brills snap stories.	0	1	0	0	0	0	0	0	0	0	0
2017-En-31490	@beingbrilliant @johnmurrays you're welcome. It's genuinely made me give my head a wobble and realise what's important in life. 	0	0	0	0	1	0	1	0	0	1	1
2017-En-40576	@MarianKeyes maybe he had constipation issues..? Not that I KNOW dates relieve such an affliction! No way jose!	0	0	0	0	1	0	0	1	0	0	0
2017-En-20604	Obama admin rejects Texas plan to have refugees vetted for terrorism so Texas pulls of of fed refugee resettlement program. Aiding #terror.	0	0	0	1	0	0	0	0	0	0	0
2017-En-10128	@ggreenwald Smh, remove ideologically bankrupt and opportunistic establishment now. They're burning all bridges and social contracts. #anger	1	0	1	0	0	0	0	0	0	0	0
2017-En-41424	@danhirtle @Bell Another unhappy customer.  #secreteyes	1	0	1	0	0	0	0	0	1	0	0
2017-En-40122	@GCC_DiscGolf lost my xt nova around hole 8 or 9 #sadness	0	0	0	0	0	0	0	0	1	0	0
2017-En-31200	@jmomahony thank you for your support, but it was not an attempt at levity.	0	1	0	0	0	0	0	0	0	0	1
2017-En-20947	@humeraslam @MehrTarar @sherryrehman , yes, already he spoke so many lies with timid body language. Baluchistan could have been his own trap	0	0	0	0	0	0	0	0	0	0	0
2017-En-20242	At #UNGA Pakistan clearly shows the face of cowardliness and blatant lies! Its time for #India to act upon terror.	1	0	1	1	0	0	0	0	0	0	0
2017-En-40562	AQW should've always stayed in the 08 art style, now it's just a competition to create more detailed art each time.	0	0	0	0	1	0	0	1	0	0	0
2017-En-11668	@StrangeFacesLA why doesn't this account follow me 	1	0	0	0	0	0	0	0	1	0	0
2017-En-10945	@moocowward @mrsajhargreaves @Melly77 @GaryBarlow if he can't come to my Mum'a 60th after 25k tweets then why should I 🙈  #soreloser	1	0	1	0	0	0	0	0	1	0	0
2017-En-10836	Ughhh love a clean house and my incense lit aromatherapy	0	0	0	0	1	1	1	0	0	0	0
2017-En-30271	Not untill today has anyone ever said to me they remember what I had on over 7 years ago when they met me n liked me since #cutealert #happy	0	0	0	0	1	1	1	0	0	0	0
2017-En-20260	ugh!! this is the worst!! i didn't read at all this whole first month of school and i have a unit test on friday!!! awe man!!	1	0	1	1	0	0	0	0	1	0	0
2017-En-10038	@rtrn94 Mine is that the party did decide but the party has been slowly transformed into a vengeful hell-cult of white male resentment	1	0	1	0	0	0	0	0	0	0	0
2017-En-30580	@AllredMD @KerryCallen @thismanthispete Kirby's Black Panther in a cool animated panel.	0	1	0	0	1	0	0	0	0	0	0
2017-En-10620	You can't fight the elephants until you have wrestled the pigs. #quoteoftheday 	0	1	0	0	0	0	1	0	0	0	0
2017-En-10118	... flat party and I instantly get bollocked about it. #fuming	1	0	1	0	0	0	0	0	0	0	0
2017-En-30590	@SloanTheOtaku Betelgeuse/Sloth was lively, dedicated and tenacious, Regulus/Greed is humbly content and Ley/Gluttony is starving hungry.	0	0	0	0	0	0	0	0	1	0	0
2017-En-31596	Dehydrated, exhausted, stressed but still blessed. 	0	0	0	0	0	0	1	0	1	0	0
2017-En-40569	@shopgreenwich #ldf16 what shall we do this weekend?  #spraypainting in #greenwichmarket with @SNUB23 #core246 #lilylou #fret &amp; #benoakley	0	0	0	0	1	0	0	0	0	0	0
2017-En-21417	@paige_christian awe man, when are you free then? ☹️️☹️️☹️️💘💘💘	0	0	0	0	0	0	0	1	1	0	0
2017-En-21713	@MarissaYerton wanna shake my tree??? 🍑🍑🍑🍑	0	1	0	0	1	0	0	0	0	0	0
2017-En-40615	@KurakkuSora he is.\nSure his mind was clouded but...]	0	0	0	0	0	0	0	1	1	0	0
2017-En-10700	@The_Nasty_P now you gotta do that with fast n furious	1	0	0	0	0	0	0	0	0	0	0
2017-En-21446	The 2008 crisis was just the tremor In advance of the earthquake'	0	1	0	1	0	0	0	1	0	0	0
2017-En-41222	@ScottCarmichae1 @Murican_Stuff don't fret -- this guy is mad because when @realDonaldTrump  is elected he might have to get a real job	1	0	1	0	0	0	0	0	1	0	0
2017-En-11687	@1BearTruth standard bitter response .... how's it feel to be the small club in a big city	1	0	1	0	0	0	0	0	1	0	0
2017-En-41037	“My friend do you fly away now? To a world that abhors you and I? All that awaits you is a somber morrow No matter where the winds may blow”	0	0	1	0	1	0	0	0	1	0	0
2017-En-31612	I refuse to be a chirp chirp girl	0	0	1	0	0	0	0	0	0	0	0
2017-En-21110	@FraserKeegan just had a steak pie supper #tremendous	0	0	0	0	1	0	1	0	0	0	0
2017-En-30108	Use your smile to change the world. Don't let the world change your smile.' #quote #actorslife  #love #hardworkpaysoff #fun	0	0	0	0	1	1	1	0	0	0	0
2017-En-21290	The #Texans should never play a prime time game again...this is #awful #TNF	1	0	1	0	0	0	0	0	1	0	0
2017-En-22118	Ffs 🙈 when things come back to haunt you... cringe bad cringe 🙋🏼👀🔫 👈 what a terrible gun that is	1	0	1	1	0	0	0	0	0	0	0
2017-En-30919	This is a beautiful day that the Lord has made. I will rejoice and be glad!!!	0	0	0	0	1	0	1	0	0	0	1
2017-En-21587	Searching for someone to date ― on Tinder, at a bar, through friends ― can feel like an absurd nightmare. Or, at least, a series of	0	0	1	1	0	0	0	0	0	0	0
2017-En-40639	Never let me see you frown	1	1	0	0	0	0	0	0	0	0	0
2017-En-20103	A country that gave safe house to #Osama Bin #Laden is dangerous if not contained. #Pakistan is a #terror heaven, declare so @BanKimoon_amdg	1	0	1	1	0	0	0	0	0	0	0
2017-En-20700	#GADOT please put a left turn signal at Williams and Ivan Allen Jr Blvd. This is absolutely ridiculous #ATLtraffic 	1	0	1	0	0	0	0	0	0	0	0
2017-En-10067	Once again the only thing on my feed is naay raging about something and my brother filling in all the gaps	1	0	1	0	0	0	0	1	0	0	0
2017-En-10496	@HillaryClinton Yeah U gotta make them HEEL. I know U need their votes so U have to wait. But when U LOSE-they're really in for your wrath !	0	1	0	0	0	0	0	0	0	0	0
2017-En-40126	#haikuchallenge #haiku\n\nThe crisp autumn air\nMy freedom purchased through death\nNo one will mourn me	0	0	0	0	0	0	0	1	1	0	0
2017-En-40529	No episode today! Whilst editing there was a power outage! We will rebuild...tomorrow #podcast #lost #editing #fail #tomorrow	1	0	0	0	0	0	1	0	1	0	0
2017-En-41492	I honestly feel nothing towards either of my parents and it's pretty depressing	0	0	0	0	0	0	0	1	1	0	0
2017-En-21658	If I could turn anxiety off--I would. #nooneunderstands 	0	0	0	1	0	0	0	0	1	0	0
2017-En-11200	@noris_prosk8r2 (Maybe don't provoke him in the future if you do not want to run the risk of him punching your board.)	1	0	1	1	0	0	0	0	0	0	0
2017-En-11155	Karev better not be out!!! Or I am seriously done DONE with @GreysABC  #angry #unfair #ugh	1	0	1	0	0	0	0	0	0	0	0
2017-En-40898	If someone keeps #laughing at you, don't #fret  . At least u r giving #happiness .'\n#quotes #quotestoliveby	0	0	0	0	1	0	1	0	0	0	0
2017-En-31362	Some People hate nothing more than a happy confident person. Never mind  #confident	0	0	0	0	1	0	1	0	0	0	0
2017-En-10377	Think I really broke young bull hurt 😂😂😭😭 u can tell by how bitter and mad he is 😊😊😩😩	1	0	1	0	0	0	0	0	1	0	0
2017-En-21361	But 'for me not to worry, they'll get a glass guy over and bill us for it'	0	0	1	0	0	0	1	0	0	0	0
2017-En-41125	@andrewmcmeme nah, I asked really insightful teacherly questions so he could write a kickass report of his own. He will, sadly, never know	1	1	1	0	0	0	0	0	1	0	0
2017-En-20920	@KateyKeegan now I'm really excited for November! Hope they're not all horrid chavs though 😅	0	1	0	1	1	0	0	0	0	0	0
2017-En-40637	I got a short fuse when im sober.	1	0	1	0	0	0	0	0	1	0	0
2017-En-30461	I assume that people pick up on my joviality coz I lol a lot but it's just not working. Maybe I need to get heavy handed with emoticons? Ha	0	0	0	0	1	0	0	0	1	0	0
2017-En-30711	god, Facebook's design has started to remind me of MySpace in its heyday	0	0	1	0	0	0	0	1	0	0	0
2017-En-20953	@97_aleix having a terrific game and not at all fazed #MCFC	0	0	0	0	1	0	0	0	0	0	0
2017-En-31113	@ankitaverma45 @honey5991 rejoicing over someone's sadness is bad but when #Karma  is cencerned then definitely some people deserve it..	1	0	1	0	0	0	0	0	1	0	0
2017-En-20630	@caeruleusV @Atheist_Penguin @misogynaut I threaten you because I can pussy	1	0	1	1	0	0	0	0	0	0	0
2017-En-41154	Did you know apples turn brown when a enzyme called polyphenol oxidase reacts with oxygen! Well I do #dull #applefacts 🤓🍏	0	0	0	0	1	0	1	0	0	0	0
2017-En-40419	My house isnt always a mess but when it is, its when i have friends coming #mess #serious #twitter #problem #like #friends #filthy #home	0	0	1	0	0	0	0	0	0	0	0
2017-En-10133	@ChurdAllan fucked my coupon that goal! 	1	0	1	0	0	0	0	0	0	0	0
2017-En-30642	Loading mirth out to be trusted websites: LKskQUfke	0	0	0	0	0	0	0	0	0	0	0
2017-En-30342	She gave a playful wink, taking the goggles off her head, swinging them around her finger. 'I would never~' @VerminEngineer	0	0	0	0	1	1	1	0	0	0	0
2017-En-20874	Ready for my sweet princess to arrive. I'll he 37 weeks this Saturday! #excited #nervous	0	0	0	1	1	1	1	0	0	0	0
2017-En-31369	Reflection: the grind has been so REAL! Working 2 jobs &amp; being in school. #ksudsm #ksu #recruiter #instructor #tumble #cheer #gradschool	0	0	0	0	1	0	0	0	0	0	0
2017-En-30980	Take my kindness for weakness when you acting silly keeping it 100 ain't your forté  #ChrisBrown #TeamBreezy	1	0	0	0	1	0	1	0	0	0	0
2017-En-20845	Aberdeen st Johnstone, let's see who can punt it the furthest #awful	1	0	1	0	0	0	0	0	0	0	0
2017-En-21918	I always dread Wednesday's and the always end up making me the happiest	0	0	0	0	1	0	1	0	0	0	0
2017-En-40932	Go help the cause.@plantingaseed.net. #recovery  #sober #addiction	0	1	0	0	0	0	1	0	1	0	0
2017-En-10956	I just got murdered in madden. 🤕	0	0	0	0	0	0	0	0	0	0	0
2017-En-40674	@TweeriaLee A stumbling block to the pessimist is a stepping stone to the optimist.	0	0	0	0	0	0	1	0	0	0	0
2017-En-10412	Listening to Joey really helps me and my anger.	0	0	0	0	0	0	1	0	0	0	0
2017-En-11030	@JamieRJN She's all over the political map in her relentless pursuit of power.	0	1	1	0	0	0	0	0	0	0	0
2017-En-30725	@Spacekatgal @outmagazine Its okay to be trans just rejoice with the trans in the trans way. By the way it's not your business, so why care?	1	0	1	0	1	0	0	0	0	0	0
2017-En-40281	@comicfire The thing is, it's either I be unproductive and unhappy, or deal with some videos that do badly.	0	0	0	0	0	0	0	1	1	0	0
2017-En-30041	@shwood @mpforstein OMD you 2 are cracking me up! Thanks for the follow Brian. I need some levity to balance the cynicism I share w/Michael😀	0	0	0	0	1	0	1	0	0	0	0
2017-En-20391	jesus ok an alarming percentage of my teachers ths year dont have a  s ingle thoughtful bone in their bodies . its gonna b an interesting yr	1	1	1	1	0	0	1	0	0	0	0
2017-En-31339	@FieldYates @MatthewBerryTMR @Stephania_ESPN @MikeClayNFL @FrankCaliendo goddamn...the 'celebrity' draft at the end was classic. 	0	1	0	0	1	0	1	0	0	0	0
2017-En-30960	Another joyful encounter in Tribez &amp; Castlez! I just met Bartolomeo! Do you want to know who that is? Download the game and find out!	0	0	0	0	1	0	0	0	0	0	0
2017-En-40803	@abra @abra @abra what're you doing to my ears? To my soul?! #GoodMusic #melancholy	0	0	0	0	1	0	1	0	1	0	0
2017-En-21645	@Pamela_Moore13 @Ginlefebvre @BarackObama yes exactly &amp; he's sold out this country to #terror while #lying to cover it up	1	0	1	1	0	0	0	0	0	0	0
2017-En-21315	@Bwana86 I can fear that someone is always following me everywhere I go. Does that make it true??	0	0	0	1	0	0	0	0	0	0	0
2017-En-20595	@BoudicaRides @realkingrobbo Isn't that exactly what they should do? What took so long? He is more #afraid of #ClintonMafia than #Congress	0	0	0	1	0	0	0	0	0	0	0
2017-En-20093	Woke by #nightmare @ 3AM, couldn't sleep any more, so took a #UseAllTheHotWaterShower. Now I have time to read.	0	0	0	1	0	0	0	0	1	0	0
2017-En-20579	#TerribleDebateQuestions Madame Secretary, isn't it true that Russia is behind all terrorism?	1	0	1	1	0	0	0	0	1	0	0
2017-En-30691	Doesn't it just suck when you're so real to someone and try to exhilarate every ounce out of them to only see that they're not down	1	0	1	0	0	0	0	0	1	0	0
2017-En-11109	Got a $20 tip from a drunk Uber passenger. Today I get a $25 parking ticket. I'd blame karma but my dumb ass forgot to pay the meter. 	1	0	0	0	0	0	0	0	0	0	0
2017-En-20589	Farting in a hot are car when your windows don't roll down is terrible. #gag #BresAdvice	1	0	1	0	0	0	0	0	1	0	0
2017-En-22184	The Pats are awesome. Belichick is awesome ...they just are. #awestruck	0	0	0	0	1	1	0	0	0	0	0
2017-En-41114	David Gilmour's biggest compliment? B.B. King asked him after a gig if he was born in Mississippi #pinkfloyd #theblues #davidgilmour #blues	0	0	0	0	1	1	0	0	0	0	0
2017-En-10910	Having a baby born too soon is #lifechanging 6 years on and it feels like only yesterday #sad #happy #angry #emotionalrollercoaster	1	0	0	0	1	0	0	0	1	0	0
2017-En-22155	I seriously hope these chances Celtic are missing are going to come back to haunt them with an Alloa sucker punch	1	0	1	0	0	0	0	0	0	0	0
2017-En-30408	Watch this amazing live.ly broadcast by @__.mila.__ #lively #musically	0	0	0	0	1	1	1	0	0	0	0
2017-En-11026	I HATE little girls 😡😡 got a lot off growing up to do!!! #fuming	1	0	1	0	0	0	0	0	0	0	0
2017-En-41273	After she threw me out I had to sedate her. With a damn horse tranquilizer.'	1	0	1	0	0	0	0	0	0	0	0
2017-En-20632	@BrandedByCas I was like that when I started college. It was horrific but it probably will get better. Don't give up yet	0	0	0	0	0	0	1	0	0	0	0
2017-En-30994	@WHUFC_HUB @westhamtransfer @TheHammers_ I don't see any reason for optimism at this point. Just stringing together bad performances.	1	0	1	0	0	0	0	1	1	0	0
2017-En-11322	@RVAGameBreak @GAHSBasketball @GAJagsFootball  \nGo Jags!!🐆 I think we have a good shot of beating Deep Run tomorrow! #revenge	1	1	0	0	1	0	1	0	0	0	0
2017-En-11123	@daemondave @paulkrugman Hey stupid, that was bad intel to take Bin Laden out. Try again with your faux outrage. I bet u admire Putin right?	1	0	1	0	0	0	0	0	0	0	0
